层级,职业编码,职业名称,职业描述,主要工作任务,parent_code,l2_prefix,category,core_actions,objects,deliverables,main_kpi,environment,served_population,role_level
四级,5-04-01-02,水生植物苗种培育工,使用苗床、池塘等设施，培育藻类及高等水生植物亲本、繁殖苗种的人员。,"1.检查、维修、消毒水生植物繁育用设施、设备与工具，制作采苗器
2.选择和强化培育亲本，调控温度、光照等，促进孢子或苞芽发育
3.诱导放散孢子、附苗，播种或栽插幼苗
4.配制和施用肥料或营养液，调控水质
5.管理苗床，观察生长情况，除杂草（藻），防治病虫害
6.移植苗种，检查、计数、包装，暂养及运输。",5-04-01,5-04,5类-农林牧渔,"[""维护繁育设施设备"", ""培育水生植物亲本"", ""播种栽插幼苗"", ""配制施用营养液"", ""管理苗床防治病虫害""]","[""水生植物亲本"", ""水生植物苗种"", ""繁育设施设备"", ""肥料营养液""]","[""合格水生植物苗种"", ""苗种包装成品""]","""苗种成活率""","[""水生植物苗床"", ""水生植物培育池塘""]","[""水产养殖户"", ""水景工程公司"", ""水生生物研究机构""]",一线执行
四级,5-04-02-01,水生动物饲养工,使用池塘、网箱等设施和工具，养殖、捕捞水生动物的人员。,"1.清整和消毒池塘、网箱、厂房及其养殖设施、设备与工具
2.使用水质检测仪、增氧机等仪器设备，检测和调控水质
3.使用苗种箱袋，移运、投放苗种
4.使用投饵机，选择、投喂饲料
5.施用石灰或有机肥，调节水质养分
6.观察水生动物生长情况，预防常见疾病
7.捕捞、收获水产品
8.维修、保养增氧机、投饵机等养殖机械和设施。",5-04-02,5-04,5类-农林牧渔,"[""清整消毒养殖设施"", ""检测调控水质"", ""投喂饲料苗种"", ""预防水生动物疾病"", ""捕捞收获水产品""]","[""水生动物苗种"", ""养殖池塘网箱"", ""水质养分"", ""养殖机械设备""]","[""收获的水产品""]","""水产品成活率""","[""水产养殖池塘"", ""水产养殖网箱"", ""水产养殖厂房""]","[""水产品消费者"", ""水产贸易商""]",一线执行
四级,5-04-02-02,水生植物栽培工,使用池塘、大田、筏架等设施，栽培、收获水生植物的人员。,"1.检查、维修、清整、消毒池塘和筏架等设施、设备及工具
2.挑选、运送苗种，栽插、移植苗种
3.观察生长情况，分苗、陈杂草（藻），预防病虫害
4.调配和施用肥料，调节水位（深度），控制水质
5.收获水生植物，计数、包装、运送
6.整理、晾晒、初加工水生植物。",5-04-02,5-04,5类-农林牧渔,"[""维护栽培设施"", ""栽插移植苗种"", ""养护水生植物"", ""调节水质肥料"", ""收获初加工水生植物""]","[""池塘筏架设施"", ""水生植物苗种"", ""水质肥料""]","[""初加工水生植物"", ""包装水生植物""]","""水生植物成品合格率""","[""水生植物池塘"", ""水生植物大田"", ""水生植物筏架区""]","[""水生植物消费者"", ""水生植物加工企业""]",一线执行
四级,5-04-02-03,水产养殖潜水工,从事潜水观察、检查、维修水产养殖设施、设备，采捕、收获养殖产品等工作的人员。,"1.检查、维修、装配、调试潜水设备与器具
2.潜水检查、评估水产养殖设施与设备风险情况，维修、维护养殖设施与设备坏损点
3.潜水检查、评估水下养殖的水生生物生长、发育、发病及其他损失情况
4.潜水采捕或收获水下养殖的水产品。",5-04-02,5-04,5类-农林牧渔,"[""检查维修潜水设备"", ""评估养殖设施风险"", ""评估水生生物状态"", ""采捕收获水产品""]","[""潜水设备与器具"", ""水产养殖设施"", ""水下养殖水生生物"", ""水产品""]","[""潜水设备维护记录"", ""设施风险评估报告"", ""收获的水产品""]","""水产养殖设施完好率""","[""水产养殖水下区域"", ""养殖场岸基区""]","[""水产养殖场"", ""养殖企业""]",一线执行
四级,5-04-03-01,水产捕捞工,使用渔船及捕捞、采集工具和设施，捕捞、采收、处理水生动植物产品的人员。,"1.根据不同季节和采集对象，选择作业区域和时间
2.检查、装配捕捞网具和器械或工具
3.使用工具和设施，采摘、收获水生植物产出品
4.驾驶渔船，进行投放网具、起网等捕捞作业
5.处理、加工捕捞采收物
6.维护保养渔船、设备和作业器具。",5-04-03,5-04,5类-农林牧渔,"[""选择作业区域"", ""装配捕捞网具"", ""驾驶渔船捕捞"", ""加工捕捞产出"", ""维护捕捞设备""]","[""渔船"", ""捕捞网具"", ""水生动植物产品""]","[""捕捞采收物""]","""渔获量""","[""渔船"", ""水域作业区""]","[""水产加工企业"", ""水产消费者""]",一线执行
四级,5-04-03-02,渔业船员,使用渔业船舶、捕捞器具与设施，驾驶渔船，实施捕捞作业和处理渔获物的人员。,"1.根据不同季节和捕捞对象，选择作业区域和时间
2.操作导航、舵机等设备，控制渔船的启航、停靠、航向和航速
3.操作动力、电气等设备，供应行驶动力和作业电力
4.操作渔船通讯设备，发送、接收渔船行驶和生产作业通讯信息
5.操作绞机、钓机等设备，进行放、收网或放、收钓等捕捞作业
6.操作清洗、切割、冷冻等设备，分拣、分割、整理、冷冻渔获物
7.检查、清理、维护、保养渔业船舶设施、设备与工具。",5-04-03,5-04,5类-农林牧渔,"[""驾驶渔业船舶"", ""实施捕捞作业"", ""处理渔获物"", ""维护船舶设施设备""]","[""渔业船舶"", ""捕捞器具与设施"", ""渔获物"", ""船舶动力电气设备""]","[""分拣冷冻渔获物"", ""船舶维护记录""]","""渔获物捕捞量""","[""渔业船舶甲板"", ""渔船驾驶室"", ""渔船机舱""]","[""渔业公司"", ""水产品消费者""]",一线执行
四级,5-04-03-03,渔网具工,使用织网机和缝扎工具，加工网片及成型渔具的生产人员。,"1.准备织网原料和设备
2.操作织网机，制作有结或无结网片
3.巡回检查织网机运转情况
4.检查下机产品质量，处理外观质量缺陷
5.剪裁网片
6.使用缝扎工具，将网片、属具等缝扎成特定形状的渔具
7.检验成型渔具装配质量。",5-04-03,5-04,5类-农林牧渔,"[""操作织网机"", ""制作网片"", ""缝扎成型渔具"", ""检验渔具质量""]","[""织网原料"", ""织网机"", ""网片"", ""成型渔具""]","[""有结或无结网片"", ""成型渔具""]","""渔具成品合格率""","[""渔具生产车间"", ""织网加工区""]","[""渔业从业人员"", ""渔具贸易商""]",一线执行
四级,5-05-01-01,农业技术员,从事农、林、牧、渔业生产技术推广和服务活动的人员。,"1.采集、加工、处理农林牧渔生产技术、产品供求、生产资料供应等信息，提供生产安排的信息服务
2.指导农户选择种植、养殖品种，示范、讲解配套的生产技术
3.传授动植物营养状况以及病虫害的诊断、防治技术
4.指导种植户选配肥料、农药，示范、讲解测土测叶配方肥料、农药配制和施用技术。
5.推广营造林生产技术，指导、监理营造林工程施工
6.推荐新型生产机具和设施，示范、讲解使用与维护保养方法
7.进行生产现场的技术指导，帮助解决生产安排、技术措施等方面的问题
8.推广标准化等生产技术，提供农业生产法律、法规咨询服务
9.编写农业生产的技术资料，组织开展技术培训。",5-05-01,5-05,5类-农林牧渔,"[""指导品种选择与生产技术"", ""传授病虫害防治技术"", ""推广营造林生产技术"", ""编写农业技术资料""]","[""农林牧渔生产技术"", ""病虫害防治方案"", ""肥料农药配方""]","[""农业生产技术资料"", ""技术培训方案""]","""无明确指标""","[""农业生产现场"", ""技术培训场所""]","[""农林牧渔从业人员"", ""种植养殖户""]",一线执行
四级,5-05-01-02,农业经理人L,在农民专业合作社等农业经济合作组织中，从事农业生产组织、设备作业、技术支持、产品加工与销售管理服务工作的人员。,"1.搜集和分析农产品供求、客户需求数据等信息
2.编制生产、服务经营方案和作业计划
3.调度生产、服务人员，安排生产或服务项目
4.指导生产、服务人员执行作业标准
5.疏通营销渠道，维护客户关系
6.组织产品加工、运输、营销
7.评估生产、服务绩效，争取资金支持。",5-05-01,5-05,5类-农林牧渔,"[""分析农产品供求数据"", ""编制生产经营方案"", ""调度生产服务人员"", ""组织产品加工营销"", ""评估生产服务绩效""]","[""农产品供求数据"", ""生产服务人员"", ""农产品营销渠道"", ""农业生产项目""]","[""农业生产经营方案"", ""农业作业计划"", ""生产服务绩效评估报告""]","""农业生产经营效益""","[""农民专业合作社"", ""农业生产现场"", ""农产品加工车间""]","[""合作社社员"", ""农产品消费者"", ""农业投资方""]",团队管理
四级,5-05-01-03,农业数字化技术员L/S,从事农业生产、农村生活数字化技术应用、推广和服务活动的人员,"1.收集农业生产案例，分析数字化需求，提供农业数字化解决方案的素材和数据
2.组织实施农业数字化解决方案，为用户提供现场指导和技术培训
3.编写农业数字化生产或服务的技术资料，推广农业数字化生产和服务
4.讲解、示范数字化农业生产机具、设施及软件的操作、维护、保养方法
5.指导农业生产经营的数字化，为生产安排、产品销售、质量控制等问题解决的数字化提供咨询
6.指导农业生产规范的数字化，为农产品品质安全、农业生态环境安全、农业职业安全等问题解决的数字化提供咨询
7.指导数字乡村建设，为有关部门采集数据提供组织指导服务。",5-05-01,5-05,5类-农林牧渔,"[""分析数字化需求"", ""实施数字化解决方案"", ""编写数字化技术资料"", ""示范数字化机具操作"", ""提供数字化咨询服务""]","[""农业数字化解决方案"", ""数字化农业机具设施"", ""农业生产经营数据"", ""数字乡村建设方案""]","[""农业数字化技术资料"", ""数字化解决方案素材"", ""数字化咨询报告""]","""无明确指标""","[""农业生产现场"", ""数字化农业设施区"", ""农村基层办公点""]","[""农业生产经营者"", ""农村居民"", ""农业管理部门""]",一线执行
四级,5-05-01-04,农村集体经济经理人,为发展壮大新型农村集体经济，受农村集体经济组织委托，从事资源发包、物业出租、居间服务、经营性财产运营等经济活动经营管理的人员。,1.组织评估村集体财产现状及可利用价值，编制村集体财产开发利用报告； 2.研判乡村业态、产品及客户群体等，制订乡村业态供求匹配方案，编制多种形式的项目开发计划并组织实施； 3.组织开展农村集体经济组织年度或规划期效益评估，编制集体收益分配、使用建议方案。,5-05-01,5-05,5类-农林牧渔,"[""评估村集体财产价值"", ""制订乡村业态匹配方案"", ""实施项目开发计划"", ""编制收益分配方案""]","[""村集体财产"", ""乡村业态"", ""集体经济收益""]","[""村集体财产开发利用报告"", ""乡村业态供求匹配方案"", ""集体收益分配使用建议方案""]","""集体经济收益增长率""","[""农村集体经济组织办公区"", ""乡村项目现场""]","[""农村集体经济组织"", ""村民""]",专业/项目负责
四级,5-05-02-01,农作物植保员L,使用检测仪器和设施，调查、检验农作物遭受生物灾害的情况并实施防控措施的人员。,"1.观察、检验农作物生物灾害的种类和规模，采集数据，制定防治措施。
2.保管储藏农药，配制施用农药，科学安全施药
3.释放农作物病虫的天敌及干扰种群，实施生物防治措施
4.布设灯光、色板、捕集器等器材和诱剂，实施物理防治措施
5.安排选用抗病虫作物品种、轮作倒茬、调整种植时间、耕翻土地等手段，实施生态防控措施
6.维护、保养药械和物理防治设施设备。",5-05-02,5-05,5类-农林牧渔,"[""观察检验生物灾害"", ""制定防治措施"", ""配制施用农药"", ""实施生物物理防治"", ""维护保养药械设备""]","[""农作物"", ""生物灾害"", ""农药"", ""物理防治器材"", ""药械设备""]","[""农作物防治措施方案"", ""生物灾害调查数据"", ""药械维护记录""]","""病虫害防治率""","[""农田现场"", ""农药储藏室"", ""植保工作站""]","[""农户"", ""农业生产企业"", ""农业合作社""]",一线执行
四级,5-05-02-02,林业有害生物防治员L,从事林业有害生物预防、除治作业及技术服务的人员。,"1.调查、监测和报告林业害虫、病害、有害植物、害鼠、害兔等有害生物的发生危害情况
2.选择和配置药剂，安装、操作、保养和维修防治器械
3.施药、释放天敌、清除虫（病）害木
4.调查林业有害生物防治效果，统计和报告调查结果
5.提供林业有害生物防治技术咨询服务。",5-05-02,5-05,5类-农林牧渔,"[""调查监测有害生物"", ""配置药剂与操作器械"", ""施药除治有害生物"", ""评估防治效果"", ""提供防治技术咨询""]","[""林业有害生物"", ""防治药剂"", ""林业防治器械"", ""虫病害木""]","[""有害生物发生报告"", ""防治效果统计报告"", ""防治技术咨询方案""]","""有害生物防治合格率""","[""森林林区"", ""林业苗圃"", ""林业防治工作站""]","[""林业管理部门"", ""林场所有者"", ""林业企业""]",一线执行
四级,5-05-02-03,动物疫病防治员,从事动物疫病预防、控制，患病动物治疗、护理，应急处置动物疫情的人员。,"1.编制、实施动物疫病预防免疫方案和计划
2.保管兽用疫苗、兽药、兽用医疗器械、溯源设备，统计使用情况
3.施用动物疫苗，为动物免疫并加挂标识，填写免疫档案
4.检查动物饲养厩舍卫生，消毒、杀菌，驱除动物寄生虫
5.采集动物组织样本，包装和运送动物检疫材料
6.观察、检查动物形态，发现、报告患病动物和临床症状
7.协助兽医治疗患病动物，护理患病动物
8.观察、搜集、上报和协助处置疫情，填写疫情记录
9.执行动物疫情应急处置措施，无害化处理染疫动物。",5-05-02,5-05,5类-农林牧渔,"[""编制免疫方案"", ""施用动物疫苗"", ""采集检疫样本"", ""护理患病动物"", ""处置动物疫情""]","[""兽用疫苗兽药"", ""动物组织样本"", ""动物饲养厩舍"", ""患病动物""]","[""动物免疫档案"", ""疫情记录"", ""动物疫病预防免疫方案""]","""无明确指标""","[""动物饲养厩舍"", ""动物检疫现场"", ""兽药仓库""]","[""畜牧养殖户"", ""养殖企业"", ""动物卫生监督部门""]",一线执行
四级,5-05-02-04,动物检疫检验员,从事动物、动物产品疫病检查，出具检疫检验证明的人员。,"1.检查动物健康状况、养殖档案、免疫等标识，出具动物健康证明
2.检查、消毒动物、动物产品运载工具，出具消毒证明
3.使用检疫、检验仪器或运用感官，鉴别、检查动物健康状况和动物产品品质
4.识别病、死动物和病害动物产品，进行无害化处理
5.监督相关主体对不符合检疫标准的动物及动物产品进行防疫消毒和无害化处理
6.上报动物疫情，并采取防范措施
7.填写动物检疫日志和检疫报表。",5-05-02,5-05,5类-农林牧渔,"[""检查动物健康状况"", ""消毒运载工具"", ""鉴别动物产品品质"", ""监督防疫消毒"", ""上报动物疫情""]","[""活体动物"", ""动物产品"", ""动物运载工具"", ""动物养殖档案""]","[""动物健康证明"", ""消毒证明"", ""动物检疫报表""]","""检疫准确率""","[""动物检疫站"", ""动物养殖场"", ""动物产品口岸""]","[""养殖户"", ""动物产品经营者"", ""防疫管理部门""]",一线执行
四级,5-05-02-05,水生物病害防治员,使用取样、显微、解剖等器具，诊断、预防、控制水生生物病害的人员。,"1.制订水生生物病害防治计划，并指导实施
2.检查、维护、消毒、保养水生生物病害防治用设备和工具，保管试剂、药物
3.使用取样工具，巡查池塘等生产场所，采集水质和水生生物样本
4.使用解剖、显微器具，检测样本，判断病害发生情况
5.分析病害状况，配制药物或施放天敌等，预防、治疗病害
6.观察、搜集、报告水生生物疾病发生情况，建立病害防治档案
7.使用填埋、高温、焚烧等方法，无害化处理病死水生动物。",5-05-02,5-05,5类-农林牧渔,"[""制订病害防治计划"", ""采集水质生物样本"", ""检测样本判断病害"", ""预防治疗水生病害"", ""建立病害防治档案""]","[""水生生物样本"", ""水质样本"", ""病害防治设备"", ""水生生物病害""]","[""水生生物病害防治计划"", ""水生生物病害防治档案"", ""病害发生报告""]","""水生生物病害控制率""","[""水产养殖池塘"", ""水生生物实验室"", ""水产生产场所""]","[""水产养殖户"", ""水产养殖企业""]",一线执行
四级,5-05-02-06,水生物检疫检验员,使用高倍显微镜、聚合酶链式反应分析仪（PCR）等检测设备，检查水生生物病理、病原，诊断疾病并出具检疫证明的人员。,"1.检查、消毒、维护水生生物疾病诊断设备和工具，保管试剂
2.处理、保存病料和病原样品，进行真菌、细菌、细胞的鉴别、提纯与扩繁
3.操作高倍显微镜、聚合酶链式反应分析仪（PCR）等设备，检测水生生物疾疫病理、病原
4.根据检测和观察结果，诊断水生动物疾病，出具诊断和检验报告、检疫证明
5.指导、监督实施含疫病病原水生动物及其产品的消毒和无害化处理。",5-05-02,5-05,5类-农林牧渔,"[""维护诊断设备"", ""鉴别提纯病原"", ""检测水生生物病理"", ""诊断水生动物疾病"", ""监督无害化处理""]","[""水生生物病原样品"", ""高倍显微镜及PCR分析仪"", ""水生动物及其产品""]","[""水生动物诊断检验报告"", ""水生物检疫证明""]","""疾病诊断准确率""","[""水生物检疫实验室"", ""水产检疫站""]","[""水产养殖户"", ""水产品贸易商"", ""水产监管部门""]",一线执行
四级,5-05-03-01,沼气工L,从事户用沼气池和沼气工程的建设、设备安装、运行维护、技术指导、生产经营等工作的人员。,1.选定施工地点，准备施工机具、材料和设备，开挖基槽，修建沼液、沼渣储存等构建筑物及设备基础2.建设沼气池，安装厌氧消化装置、储气装置、净化装置、输料泵、搅拌机、输配管网、流量计、监控装置、灶具、沼液沼渣生产利用装置等3.调试设施设备，试压试水，调试系统运行4.预处理原料，调配发酵原料，投放接种物，进、出物料5.调控厌氧消化装置内原料成分、温度、压力、产气量、气体成分、酸碱度（pH值）等参数6.维修维护储气、净化、输配管网、沼气管路及沼气利用等设备，定期更换易损件7.操作沼气动力机械和发电机械，检测、分析进出料液和气体成分，检查和记录日常安全、消防及卫生状况，排除故障，维护设备8.进行技术指导与培训，指导用户安全生产和使用沼气，并进行沼液、沼渣综合利用。,5-05-03,5-05,5类-农林牧渔,"[""修建沼气构筑物"", ""安装沼气设备"", ""调控发酵参数"", ""维护沼气设备"", ""指导沼气使用""]","[""厌氧消化装置"", ""沼气输配管网"", ""发酵原料"", ""沼气动力机械""]","[""沼气池工程"", ""设备运行记录"", ""沼液沼渣综合利用产品""]","""沼气产气量""","[""户用沼气池现场"", ""沼气工程施工现场"", ""沼气运行维护区""]","[""沼气用户"", ""农村居民""]",一线执行
四级,5-05-03-02,农村节能员L,从事农村生产和生活节能设施建造、设备安装与运行维护工作的人员,"1.识读施工图，估工备料，选址定位，准备施工设备
2.使用模具，建造供热、供暖等所需预制件
3.指导用户选用、安装供热或取暖设备终端
4.安装、运行集中供热、供暖系统
5.检查、维修供热、供暖设施与管网等故障。",5-05-03,5-05,5类-农林牧渔,"[""识读施工图"", ""建造供热预制件"", ""安装运行供热系统"", ""维修供热管网故障""]","[""供热供暖预制件"", ""供热取暖设备终端"", ""集中供热供暖系统"", ""供热供暖管网""]","[""安装完成的供热系统"", ""供热设施维修记录"", ""供热预制件""]","""供热系统运行稳定性""","[""农村施工现场"", ""农村居民住宅区"", ""集中供热站""]","[""农村居民"", ""农村生产单位""]",一线执行
四级,5-05-03-03,太阳能利用工 L,从事太阳能光热或光伏利用系统建造、安装和调试、维修工作的人员。,"1.识读太阳能光热或光伏利用系统施工图，核算建造、安装系统所需用料，准备工具、设备
2.安装建造太阳能光热或光伏利用系统
3.调试运行太阳能光热或光伏利用系统
4.讲解太阳能光热或光伏利用系统日常使用与运行维护常识
5.排查太阳能光热或光伏利用系统故障
6.修复、更换故障部件，排除系统运行故障。",5-05-03,5-05,5类-农林牧渔,"[""识读施工图"", ""安装建造太阳能系统"", ""调试运行太阳能系统"", ""排查修复系统故障"", ""讲解运行维护常识""]","[""太阳能光热利用系统"", ""太阳能光伏利用系统"", ""系统施工图"", ""系统故障部件""]","[""太阳能系统安装调试报告"", ""系统用料核算单"", ""故障修复记录""]","""系统运行合格率""","[""太阳能电站现场"", ""建筑屋顶安装区"", ""户外光伏阵列区""]","[""系统业主"", ""企业用户"", ""终端消费者""]",一线执行
四级,5-05-03-04,微水电利用工 L,使用施工设备和安装工具，建造配套设施，安装、调试、运行维护装机功率100千瓦及以下微水能利用系统的人员。,"1.识读微型水力发电系统工艺流程图和施工图，准备施工材料和安装工具
2.建造微型水力发电系统的蓄水池和基础工程
3.安装微型水力发电系统，架接输电线路，连接控制器及用电器等装置
4.调试微型水力发电系统，检查系统运行情况
5.指导用户使用微型水力发电系统
6.维护、检修微型水力发电系统。",5-05-03,5-05,5类-农林牧渔,"[""建造蓄水池基础工程"", ""安装微水电系统"", ""调试微水电系统"", ""维护检修微水电系统""]","[""微型水力发电系统"", ""蓄水池基础工程"", ""输电线路"", ""控制器及用电器""]","[""运行正常的微水电系统"", ""完工的蓄水池基础工程""]","""系统安装调试合格率""","[""微水电施工现场"", ""水利工程基础区"", ""微水电站运行区""]","[""微水电系统用户""]",一线执行
四级,5-05-03-05,小风电利用工 L,使用施工设备和安装工具，安装、调试、运行维护单机功率100千瓦及以下的风力发电或风光互补发电系统的人员。,"1.识读小型风力发电或风光互补发电系统施工图，选购发电系统所需设备，准备施工材料和安装工具
2.建造小型风力发电或风光互补发电系统基础工程
3.安装、调试小型风力发电或风光互补发电系统
4.指导用户使用小型风力发电或风光互补发电系统
5.进行小型风力发电或风光互补发电系统的售后服务、维修、管理
6.记录发电量，进行电量计价和电价结算。",5-05-03,5-05,5类-农林牧渔,"[""识读施工图"", ""建造基础工程"", ""安装调试发电系统"", ""维修管理发电系统"", ""结算电价""]","[""小型风力发电系统"", ""风光互补发电系统"", ""发电系统施工图"", ""发电系统基础工程""]","[""安装调试记录"", ""发电量记录"", ""电价结算单""]","""系统运行稳定性""","[""风电安装现场"", ""风光互补发电站"", ""用户安装点""]","[""发电系统用户"", ""电力运营单位""]",一线执行
四级,5-05-04-00,农村环境保护工 L,从事农产品产地污染检测、污染区农产品安全生产和农业资源监测、农村废弃物资源收集处理，并进行设施设备管护工作的人员,"1.分类、收集、运送、处理农村生活垃圾，并进行资源化利用
2.收集、运送、处理农药瓶、农药袋、化肥袋、废旧地膜等农业生产废弃物，并进行资源化利用
3.收集、运送、处理农作物秸秆、畜禽粪便等农业废弃物资源，并进行资源化利用
4.维修、维护有机生活垃圾、农作物秸秆、畜禽粪便等农村有机固体废弃物资源处理利用设施
5.维修、维护农村生活污水收集处理系统、生态拦截沟等农田尾水净化处理设施
6.协助监测农业面源污染情况，开展农业面源污染负荷评估及治理效果评估，推广利用农业面源污染防治的新技术、新模式和新产品
7.监测农产品产地土壤重金属污染情况，指导受污染耕地安全利用工作
8.维护农业野生植物原生境管护设施
9.识别、防控外来入侵物种。",5-05-04,5-05,5类-农林牧渔,"[""收集处理农村废弃物"", ""维护环保处理设施"", ""监测农业面源污染"", ""防控外来入侵物种""]","[""农村生活及生产废弃物"", ""农村污水处理设施"", ""农产品产地土壤"", ""外来入侵物种""]","[""污染监测报告"", ""治理效果评估报告"", ""废弃物资源化产品""]","""环境污染达标率""","[""农村垃圾收集点"", ""农田尾水净化设施区"", ""农产品产地现场""]","[""农村居民"", ""农业生产者"", ""基层环保管理部门""]",一线执行
四级,5-05-05-01,农机驾驶操作员,操作拖拉机、联合收割机等农业机械，进行耕整地、种植施肥、排灌、植保、收获和收获后处理等作业的人员。,"1.检查机具技术状态和田块、作物等作业条件，做好机具挂接、运输转移等作业前准备
2.调整幅宽、耕深、留茬高度、喂入量、种植密度等机具结构和作业操作，进行试作业和作业质量检查
3.操作拖拉机及其配套农具，进行耕地、耙地、播种、中耕、植保、施肥等农田作业、运输作业和固定式作业
4.操作联合收割机、玉米收获机、棉花收获机等，进行小麦、水稻、玉米、棉花等收获作业
5.操作微耕机、自走式旋耕机、机耕船等，进行翻耕、碎土、平地等耕整地作业
6.操作插秧机、移栽机、播种施肥机等，进行水稻插秧、钵苗移栽和播种施肥等种植施肥作业
7.操作农用水泵、喷灌机等排灌机械设备，进行灌溉、排水等作业
8.诊断、排除机具运转故障，检查作业达标情况
9.维护保养机具。",5-05-05,5-05,5类-农林牧渔,"[""操作农机设备"", ""调整作业参数"", ""执行农田作业"", ""诊断排除故障"", ""维护保养机具""]","[""农业机械"", ""农作物"", ""农田地块""]","[""作业达标的农田"", ""收获的农作物"", ""机具维护记录""]","""农机作业质量达标率""","[""农田现场"", ""农机库房"", ""农机维修区""]","[""种植户"", ""农业合作社"", ""农场""]",一线执行
四级,5-05-05-02,农机修理工,使用修理工具和设备，拆装、清洗、修理、调整和保养农机具的人员。,"1.检查送修农业机械，填写送修单，诊断故障类别，确定修理项目和内容
2.拆卸、鉴定零部件损毁情况，修理、修复机械零部件
3.使用工具、量具、仪器、仪表及专用设备等，拆卸、清洗、调试、安装、修理农业机械的发动机、底盘、作业机构、液压和电气系统等
4.使用喷油泵试验台、喷油器试验器等专用设备，修理调试高压喷油泵和喷油器总成等燃油供给系统
5.使用工具、量具及专用设备等，修补、翻修农业机械轮胎
6.检验承修项目质量，进行承修项目说明和交付
7.维护保养农机修理用的工量具、仪器仪表和设备。",5-05-05,5-05,5类-农林牧渔,"[""诊断农机故障"", ""修理修复机械零部件"", ""调试安装农机系统"", ""修补翻修农机轮胎"", ""检验承修质量""]","[""农业机械系统"", ""机械零部件"", ""燃油供给系统"", ""农业机械轮胎""]","[""农机送修单"", ""承修项目说明"", ""合格的农业机械""]","""农机修理合格率""","[""农机修理车间"", ""农机服务站""]","[""农机用户"", ""农业生产企业""]",一线执行
四级,5-05-05-03,农机服务经纪人,从事农机作业服务活动的人员。,"1.采集、分析与发布农机作业服务市场信息
2.联系农机合作社等服务组织和农场、农民等服务对象，组织洽谈和签订农机作业服务合同
3.协调农机作业服务前的机具维修、油料供应及生活服务等准备或保障工作
4.调度、实施农机作业服务，跟踪和监督农机作业服务质量
5.调解农机作业服务过程中的质量、费用等纠纷
6.管理农机作业人员，结算服务费用。",5-05-05,5-05,5类-农林牧渔,"[""采集分析市场信息"", ""洽谈签订服务合同"", ""调度实施作业服务"", ""调解服务纠纷"", ""结算服务费用""]","[""农机作业服务信息"", ""农机作业服务合同"", ""农机作业人员"", ""农机具及油料""]","[""农机作业服务合同"", ""服务费用结算单"", ""农机作业调度计划""]","""农机作业服务合同签订量""","[""农机合作社办公区"", ""农田作业现场"", ""农场办公区""]","[""农机合作社"", ""农场"", ""农户""]",一线执行
四级,5-05-06-01,园艺产品加工工,使用工具和设备，进行园艺作物产品初加工的人员。,"1.操作整理、清洗、分级、切分等设备，处理园艺作物根茎叶花果实等，包装、冷藏或速冻
2.使用腌渍设备和器具，加入食品调味剂，腌渍或发酵，将前处理后产品制成腌渍制品
3.操作脱水或膨化干制设备，脱去前处理后产品可食部分的水分，制成可食或观赏干品
4.操作冷藏设备与设施，控制园艺作物产品质量。",5-05-06,5-05,5类-农林牧渔,"[""操作初加工设备"", ""腌渍发酵产品"", ""脱水膨化干制"", ""控制冷藏质量""]","[""园艺作物根茎叶花果实"", ""食品调味剂"", ""园艺加工设备"", ""冷藏设施""]","[""园艺腌渍制品"", ""园艺干制产品"", ""包装冷藏园艺产品""]","""成品合格率""","[""园艺产品加工车间"", ""冷藏库房""]","[""下游分销商"", ""消费者""]",一线执行
四级,5-05-06-02,棉花加工工,操作轧花、剥绒等设备，进行籽棉的预处理、轧花、剥绒、打包等工作的人员。,"1.操作输送、清理设备，清除籽棉杂质
2.操作配棉系统、轧花机、皮棉清理机，将籽棉加工成皮棉
3.操作输送设备、剥绒机、清绒机，将毛棉籽加工成短绒、光籽
4.分送皮棉、短绒，打包、称重、刷唛
5.处理棉籽、短绒、小花头、灰杂等，打包
6.堆放成包皮棉垛。.",5-05-06,5-05,5类-农林牧渔,"[""操作轧花设备"", ""加工皮棉短绒"", ""打包称重刷唛"", ""堆放皮棉垛""]","[""籽棉"", ""皮棉"", ""毛棉籽"", ""轧花剥绒设备""]","[""成品皮棉"", ""成品短绒"", ""成品光籽""]","""成品合格率""","[""棉花加工车间"", ""轧花车间""]","[""下游纺织企业"", ""棉花贸易商""]",一线执行
四级,5-05-06-03,热带作物初制工,使用加工设备和工具，加工剑麻、橡胶等热带作物初级产品的人员。,"1.查看热带作物初级原料，进行检验、分类、分级处理
2.使用加工设备和工具，制成干胶、植物纤维等初级产品
3.储藏、包装热带作物初级原料、初制品或制成品，并进行仓储及运销管理
4.检验热带作物初制品或制成品
5.维护保养设备。",5-05-06,5-05,5类-农林牧渔,"[""检验分类原料"", ""加工初级产品"", ""包装储藏产品"", ""维护加工设备""]","[""热带作物初级原料"", ""干胶与植物纤维"", ""热带作物加工设备""]","[""干胶与植物纤维"", ""包装后的热带作物初制品"", ""仓储管理记录""]","""成品合格率""","[""热带作物加工车间"", ""原料及成品仓库""]","[""下游深加工企业"", ""贸易商""]",一线执行
